city_name,citycode,nom_insee,lat_insee,lon_insee,code_dept,code_region,population_insee,surface_km2,densite_pop_km2,revenu_median_uc,taux_sans_voiture,voitures_par_menage,part_65plus,distance_dom_trav_med_km,nb_gares,nb_trajets_total,nb_trajets_moy_arret,nb_trajets_max_arret,nb_lignes_total,premier_depart_matin,dernier_depart_ville,amplitude_moy_h,amplitude_max_h,amplitude_min_h,service_weekend,service_7j_sur_7,dist_gare_min_m,has_gare,accessibilite_ord,dernier_depart_apres_minuit
Saint-Romain-en-Gal,69235,Saint-Romain-en-Gal,45.5402,4.8307,69,84,2001.0,13.6495,146.59877651196015,24390.0,0.06282176564567396,1.368579157879185,0.2216955971678598,4.460879333256059,0,0,0.0,0,0,,,,,,False,False,2927.1985445632686,False,0,0
Saint-Symphorien-sur-Coise,69238,Saint-Symphorien-sur-Coise,45.6314,4.4456,69,84,3785.0,4.0744,928.9711368545062,21800.0,0.1593150027929883,1.165772539074423,0.28812501444437527,6.304032978092505,0,0,0.0,0,0,,,,,,False,False,13897.7210200237,False,0,0
Saint-Vérand,69239,Saint-Vérand,45.9234,4.5208,69,84,1164.0,17.5688,66.25381357861664,25940.0,0.044897959183673466,1.5408163265306123,0.2005231037489102,13.930438167950296,0,0,0.0,0,0,,,,,,False,False,3859.8633455324616,False,0,0
Taluyers,69241,Taluyers,45.6343,4.7265,69,84,2686.0,8.1157,330.9634412311938,28720.0,0.032431181643445904,1.5887805622065054,0.20769618642211252,8.170010570504768,0,0,0.0,0,0,,,,,,False,False,5226.422512007631,False,0,0
Tarare,69243,Tarare,45.9071,4.4302,69,84,10893.0,14.101099999999999,772.4929260837807,19730.0,0.22825886470606266,1.0289283366016657,0.2336038435797436,0.0,1,1821,607.0,883,16,05:06:00,23:49:00,18.59,18.7,18.4,True,True,2038.30679038965,True,3,0
Tassin-la-Demi-Lune,69244,Tassin-la-Demi-Lune,45.7637,4.7521,69,84,23200.0,7.9937000000000005,2902.285549870523,29010.0,0.15493853220192763,1.1409342139132912,0.19033027307383277,4.889791721724577,7,7561,581.6,1295,32,05:34:00,23:59:00,17.14,23.73,0.4,True,True,476.5199406510254,True,3,0
Theizé,69246,Theizé,45.9418,4.6277,69,84,1278.0,11.9023,107.37420498559102,27890.0,0.02426277895946633,1.632470682135726,0.18843414274149267,8.912755131770506,0,0,0.0,0,0,,,,,,False,False,5549.762531737873,False,0,0
Thizy-les-Bourgs,69248,Thizy-les-Bourgs,46.0505,4.3109,69,84,5771.0,44.538000000000004,129.57474516143517,21160.0,0.14887751083103584,1.2371012209531311,0.2640662754573697,5.272290295571046,0,0,0.0,0,0,,,,,,False,False,5803.2538938843045,False,0,0
Thurins,69249,Thurins,45.6809,4.6252,69,84,3404.0,19.3432,175.97915546548657,26100.0,0.05371782840596076,1.4889181205645847,0.15534721649824418,9.92654719347473,0,0,0.0,0,0,,,,,,False,False,10777.47163773484,False,0,0
La Tour-de-Salvagny,69250,La Tour-de-Salvagny,45.8086,4.7129,69,84,4649.0,8.4012,553.3733276198639,33530.0,0.057371872181048826,1.4619836307151994,0.22983957033235605,4.734632155650313,5,5315,590.6,1344,14,05:34:00,23:48:00,19.56,23.55,9.7,True,True,541.6784380993898,True,3,0
Valsonne,69254,Valsonne,45.9463,4.4264,69,84,1005.0,18.37,54.70876428960261,22710.0,0.043148653267417694,1.490654606285042,0.14121840426664015,8.736113712263748,0,0,0.0,0,0,,,,,,False,False,6352.512499963898,False,0,0
Vaugneray,69255,Vaugneray,45.73,4.6502,69,84,6304.0,25.148200000000003,250.67400450131618,26950.0,0.05505846950936523,1.5007021500997548,0.19830415111728555,7.739355674003323,0,0,0.0,0,0,,,,,,False,False,8742.647456947445,False,0,0
Vaulx-en-Velin,69256,Vaulx-en-Velin,45.7776,4.925,69,84,53069.0,21.0372,2522.6265852870156,17180.0,0.2788896947788327,0.9336474850733081,0.12062253997487872,2.802592648492521,0,0,0.0,0,0,,,,,,False,False,3850.5631270628583,False,0,0
Vaux-en-Beaujolais,69257,Vaux-en-Beaujolais,46.0459,4.5801,69,84,1169.0,17.6954,66.0623664907264,24940.0,0.03368421052631579,1.551578947368421,0.1396357328707719,13.220180466810735,0,0,0.0,0,0,,,,,,False,False,6986.359076916547,False,0,0
Vénissieux,69259,Vénissieux,45.7012,4.8805,69,84,65502.0,15.4508,4239.392135035079,17140.0,0.30511997624864257,0.8800632607717521,0.1423493305687462,4.608870937237539,1,1735,578.3,895,6,05:08:00,22:07:00,17.41,18.28,16.98,True,True,761.6341364183846,True,3,0
Vernaison,69260,Vernaison,45.6464,4.8121,69,84,5210.0,4.212,1236.9420702754037,27760.0,0.08567700294273477,1.3919840062997884,0.19423115783413392,6.667054746355127,1,2734,1367.0,1380,4,05:08:00,21:26:00,18.29,20.93,15.65,True,True,123.00342858663738,True,3,0
Villefranche-sur-Saône,69264,Villefranche-sur-Saône,45.9837,4.726,69,84,36172.0,9.3729,3859.2111299597777,19640.0,0.21946367752786525,0.9793912991112607,0.1984771939467411,2.921746876582059,1,4636,1545.3,2333,34,04:45:00,23:07:00,18.08,18.18,17.93,True,True,384.57435088347705,True,3,0
Villeurbanne,69266,Villeurbanne,45.7719,4.8898,69,84,163684.0,14.9012,10984.618688427778,21540.0,0.3862596351787759,0.728433562552427,0.13667968103128608,0.0,0,0,0.0,0,0,,,,,,False,False,2403.8407442320704,False,0,0
Villié-Morgon,69267,Villié-Morgon,46.1612,4.6621,69,84,2148.0,18.5996,115.48635454525905,24700.0,0.06124357306092174,1.4393647918194332,0.20701177226572326,7.322221569723369,0,0,0.0,0,0,,,,,,False,False,6377.090003859797,False,0,0
Vourles,69268,Vourles,45.6569,4.7691,69,84,3332.0,5.6014,594.8512871782054,32340.0,0.03851696002674955,1.5372982781487448,0.22463722836811245,4.33894203660373,0,0,0.0,0,0,,,,,,False,False,1900.1966033766823,False,0,0
Chaponnay,69270,Chaponnay,45.6315,4.9584,69,84,4548.0,18.9141,240.45553317366407,31360.0,0.030864197530864196,1.5712682379349046,0.20380615180349634,7.81938556878242,0,0,0.0,0,0,,,,,,False,False,6402.982580761362,False,0,0
Chassieu,69271,Chassieu,45.7366,4.9638,69,84,11208.0,11.576600000000001,968.1599087815074,28750.0,0.07038434473639371,1.4308907342199397,0.203132318929366,4.386464570023074,0,0,0.0,0,0,,,,,,False,False,5993.16048022496,False,0,0
Communay,69272,Communay,45.5977,4.8359,69,84,4540.0,10.486500000000001,432.937586420636,28770.0,0.03786730555005794,1.5711410186982964,0.19727212947158004,9.498702620233333,0,0,0.0,0,0,,,,,,False,False,3266.058841518959,False,0,0
Corbas,69273,Corbas,45.6654,4.9104,69,84,11315.0,11.869000000000002,953.3237846490857,25250.0,0.08328859302013952,1.401197028967213,0.18836144038753824,4.9280464830238095,0,0,0.0,0,0,,,,,,False,False,3006.7823644102605,False,0,0
Décines-Charpieu,69275,Décines-Charpieu,45.7759,4.9589,69,84,29877.0,17.1388,1743.2375662240063,22050.0,0.1554040970445561,1.1595699275628617,0.18443330853138673,5.377650198961558,0,0,0.0,0,0,,,,,,False,False,5142.316094398038,False,0,0
Feyzin,69276,Feyzin,45.6736,4.8589,69,84,10304.0,10.468900000000001,984.2485839008873,22210.0,0.14252463269688867,1.212263655691853,0.1975318462799602,4.104247190783191,2,2222,555.5,1047,9,05:48:00,23:22:00,14.45,17.53,6.52,True,True,960.5996694064188,True,3,0
Genas,69277,Genas,45.7286,5.0172,69,84,13421.0,24.1479,555.783318632262,30610.0,0.0580029772609097,1.5052302045149701,0.20264453569931282,6.206098844668446,0,0,0.0,0,0,,,,,,False,False,4561.063741455212,False,0,0
Genay,69278,Genay,45.8989,4.8389,69,84,5585.0,8.6559,645.2246444621587,26920.0,0.07152869917976847,1.4012066981363605,0.17194062965052648,9.147757209098218,0,0,0.0,0,0,,,,,,False,False,2656.946327255281,False,0,0
Jonage,69279,Jonage,45.7886,5.0377,69,84,6144.0,12.0885,508.2516441245812,28030.0,0.047843594210365534,1.536998923282085,0.18801745287576282,8.6682789781361,0,0,0.0,0,0,,,,,,False,False,5558.5998123899335,False,0,0
Jons,69280,Jons,45.7978,5.0798,69,84,1647.0,7.3004,225.60407648895952,27110.0,0.03723021074928215,1.6311264890358772,0.17882819094407965,9.098861352976094,0,0,0.0,0,0,,,,,,False,False,5808.647731640304,False,0,0
Marennes,69281,Marennes,45.6248,4.9097,69,84,1992.0,12.4093,160.52476771453667,29440.0,0.0234375,1.6341145833333333,0.17129863567458312,9.007308668764948,0,0,0.0,0,0,,,,,,False,False,6327.542031546732,False,0,0
Meyzieu,69282,Meyzieu,45.7785,5.0114,69,84,36687.0,23.451,1564.4108993219904,23860.0,0.09574126040405438,1.3015051782485263,0.17584563884162444,6.7012187167881185,0,0,0.0,0,0,,,,,,False,False,6047.095056928519,False,0,0
Mions,69283,Mions,45.6628,4.9467,69,84,13843.0,11.658499999999998,1187.3740189561265,26070.0,0.0788427925261871,1.4322943599124547,0.1821734639474074,6.68430398689147,0,0,0.0,0,0,,,,,,False,False,2810.835796594743,False,0,0
Montanay,69284,Montanay,45.8793,4.8657,69,84,3308.0,7.2652,455.3212575015141,33600.0,0.035993831060208224,1.5973232662146644,0.1694271404207322,8.700480341327582,0,0,0.0,0,0,,,,,,False,False,2565.9272924662973,False,0,0
Pusignan,69285,Pusignan,45.7571,5.0659,69,84,4119.0,13.208699999999999,311.8399236866611,27420.0,0.03962304555769077,1.5600170501198567,0.16268737074076983,4.932029539768901,0,0,0.0,0,0,,,,,,False,False,4063.432280349032,False,0,0
Rillieux-la-Pape,69286,Rillieux-la-Pape,45.8265,4.895,69,84,31389.0,14.5498,2157.3492419139784,19980.0,0.2101610125900888,1.067902819487314,0.17231105208851297,4.7026450259077395,2,1716,429.0,856,6,05:37:00,22:32:00,11.84,15.68,0.33,True,True,1673.8548483727952,True,3,0
Saint-Bonnet-de-Mure,69287,Saint-Bonnet-de-Mure,45.6975,5.0241,69,84,6984.0,16.6148,420.348123359896,28700.0,0.05270305962490967,1.5222011614483049,0.1910862024187171,6.909775909638366,0,0,0.0,0,0,,,,,,False,False,4742.666269515445,False,0,0
Saint-Laurent-de-Mure,69288,Saint-Laurent-de-Mure,45.6842,5.0597,69,84,5791.0,18.8231,307.6538933544421,27380.0,0.05352744279775444,1.472530392770343,0.1922938576389533,8.929587817936122,0,0,0.0,0,0,,,,,,False,False,4269.601340255283,False,0,0
Saint-Pierre-de-Chandieu,69289,Saint-Pierre-de-Chandieu,45.6471,5.0085,69,84,4616.0,29.3209,157.43036537077646,28430.0,0.044114150078502744,1.5449276681518782,0.1890523915891188,8.155640007326905,0,0,0.0,0,0,,,,,,False,False,7180.877299784155,False,0,0
Saint-Priest,69290,Saint-Priest,45.7014,4.9474,69,84,49229.0,29.719299999999997,1656.4656637269386,21420.0,0.1590985996206489,1.1565777197285223,0.1571052569740213,4.701271931293906,1,1683,561.0,843,5,05:08:00,22:11:00,17.05,17.05,17.05,True,True,1910.3257733973117,True,3,0
Saint-Symphorien-d'Ozon,69291,Saint-Symphorien-d'Ozon,45.6386,4.8666,69,84,6186.0,13.4247,460.7924199423451,26560.0,0.06921433095477188,1.395254677778946,0.17639540604390896,7.044096502101374,0,0,0.0,0,0,,,,,,False,False,3189.791052651237,False,0,0
Sathonay-Camp,69292,Sathonay-Camp,45.8255,4.8792,69,84,7019.0,1.9243999999999999,3647.370609020994,24460.0,0.13306699446834666,1.157959434542102,0.14064497797982667,3.779066373413225,1,1792,896.0,899,7,05:17:00,21:44:00,16.44,16.45,16.43,True,True,655.6353092566803,True,3,0
Sathonay-Village,69293,Sathonay-Village,45.8394,4.8858,69,84,2412.0,5.1117,471.85867715241505,33220.0,0.027072285478600258,1.6055255375024535,0.19579620212467866,5.376795915843139,0,0,0.0,0,0,,,,,,False,False,2277.504418351222,False,0,0
Sérézin-du-Rhône,69294,Sérézin-du-Rhône,45.6285,4.8248,69,84,3133.0,3.8438999999999997,815.0576237675278,26360.0,0.047292908612642424,1.4472488114365754,0.18104953578792837,8.182480546733537,1,2231,1115.5,1133,8,05:38:00,23:27:00,17.06,17.82,16.3,True,True,537.3135803980767,True,3,0
Simandres,69295,Simandres,45.6111,4.8718,69,84,1918.0,9.4509,202.94363499772507,28190.0,0.047475126365604026,1.542023139298265,0.17878164350628578,8.508006416703934,0,0,0.0,0,0,,,,,,False,False,4545.286561297341,False,0,0
Solaize,69296,Solaize,45.6462,4.8331,69,84,3144.0,8.1251,386.9490837035852,29430.0,0.05121951219512195,1.5252032520325203,0.18652187799425105,7.138994882084968,0,0,0.0,0,0,,,,,,False,False,1536.0194727503904,False,0,0
Ternay,69297,Ternay,45.6083,4.803,69,84,5596.0,7.9207,706.5032130998522,27400.0,0.053447483228610176,1.516952359932826,0.19748783177102291,10.48986525939427,0,0,0.0,0,0,,,,,,False,False,564.8745245486925,False,0,0
Toussieu,69298,Toussieu,45.6585,4.9819,69,84,3177.0,5.0737,626.1702505075192,29590.0,0.0346390344320185,1.6109352959844705,0.15118497873536943,5.60920511680619,0,0,0.0,0,0,,,,,,False,False,4818.858137325592,False,0,0
Colombier-Saugnieu,69299,Colombier-Saugnieu,45.7174,5.1084,69,84,2874.0,27.844499999999996,103.21607498787913,27000.0,0.038769683896264465,1.5985592870959737,0.14435529789328086,10.139425528578535,1,844,281.3,375,31,04:50:00,22:43:00,16.54,17.88,14.8,True,True,2559.0204554805578,True,2,0
Aillevillers-et-Lyaumont,70006,Aillevillers-et-Lyaumont,47.9343,6.3296,70,27,1426.0,36.6646,38.89310124752486,20450.0,0.10386801955565253,1.3020992294770666,0.24747473940624096,8.203518607353853,0,0,0.0,0,0,,,,,,False,False,2341.9906407982435,False,0,0
Arc-lès-Gray,70026,Arc-lès-Gray,47.462,5.5828,70,27,2393.0,11.9154,200.83253604578948,20420.0,0.14910858995137763,1.1620745542949757,0.3004149377593361,4.225521937580467,0,0,0.0,0,0,,,,,,False,False,32716.271510821418,False,0,0
Châlonvillars,70117,Châlonvillars,47.6378,6.7766,70,27,1264.0,7.6152,165.98382183002417,26340.0,0.0404018402202016,1.5853165038350108,0.21595515864376855,4.906108508082396,0,0,0.0,0,0,,,,,,False,False,5306.410230400667,False,0,0
Champagney,70120,Champagney,47.6991,6.6856,70,27,3647.0,37.1541,98.15874964001281,21710.0,0.087930312534403,1.3810145763446917,0.22439286755313528,13.058046457245734,1,896,298.7,491,13,05:36:00,20:21:00,14.57,14.75,14.25,True,True,1244.1073231681353,True,2,0
Champlitte,70122,Champlitte,47.631,5.4993,70,27,1585.0,129.6146,12.228560671405845,21030.0,0.08025960878622952,1.3539706186585945,0.31677740410852345,16.088761363570743,0,0,0.0,0,0,,,,,,False,False,20337.59983712181,False,0,0
Corbenay,70171,Corbenay,47.8972,6.3259,70,27,1248.0,15.927999999999999,78.35258663987946,20040.0,0.07035253721383537,1.4090979555962497,0.24690113202686467,5.686810183505718,2,438,146.0,256,7,05:36:00,21:04:00,10.35,15.47,0.17,True,True,1857.9261779635801,True,2,0
Dampierre-sur-Salon,70198,Dampierre-sur-Salon,47.5765,5.6792,70,27,1234.0,18.846500000000002,65.47634839360093,22720.0,0.13112979044337864,1.2611200059716439,0.3216177383164407,0.0,0,0,0.0,0,0,,,,,,False,False,31400.185894896695,False,0,0
Échenoz-la-Méline,70207,Échenoz-la-Méline,47.5949,6.1381,70,27,3158.0,8.167,386.678094771642,23240.0,0.07971851200069446,1.3349526800464424,0.23195805128870503,4.292750305539223,0,0,0.0,0,0,,,,,,False,False,2726.178253607434,False,0,0
Fontaine-lès-Luxeuil,70240,Fontaine-lès-Luxeuil,47.8581,6.3337,70,27,1327.0,27.956,47.46744884819002,20540.0,0.08040201005025126,1.3936348408710217,0.21595184349134688,6.332369023370602,0,0,0.0,0,0,,,,,,False,False,3214.101748745647,False,0,0
Fougerolles-Saint-Valbert,70245,Fougerolles-Saint-Valbert,47.8925,6.4203,70,27,3764.0,55.2472,68.13014958224127,21620.0,0.06540447504302926,1.3889845094664373,0.2615832671432354,8.635178832195713,0,0,0.0,0,0,,,,,,False,False,6624.349583082221,False,0,0
Frahier-et-Chatebier,70248,Frahier-et-Chatebier,47.6555,6.7509,70,27,1378.0,17.4328,79.04639530081226,26010.0,0.03652304718272925,1.6048008689447706,0.21457734066055048,7.313212446002393,0,0,0.0,0,0,,,,,,False,False,5054.486264742657,False,0,0
Froideconche,70258,Froideconche,47.8366,6.4187,70,27,1960.0,16.0444,122.1610032160754,22200.0,0.08927549352061562,1.3907919173217818,0.2522177221458257,4.7194566032141925,0,0,0.0,0,0,,,,,,False,False,4197.69694273672,False,0,0
Frotey-lès-Vesoul,70261,Frotey-lès-Vesoul,47.6283,6.1974,70,27,1354.0,7.7642,174.3901496612658,24780.0,0.08750575046577455,1.4513111116381865,0.2592292519880731,3.4087366691453282,0,0,0.0,0,0,,,,,,False,False,3603.7840742072667,False,0,0
Gray,70279,Gray,47.431,5.6153,70,27,5365.0,20.3097,264.15949029281575,18110.0,0.2674180891667454,0.9419925522009716,0.2774535839630294,0.0,0,0,0.0,0,0,,,,,,False,False,28878.02893030674,False,0,0
Gy,70282,Gy,47.4021,5.8197,70,27,1049.0,24.773600000000002,42.34346239545322,22870.0,0.07576911685660734,1.3756663419568966,0.268918793710166,13.943841531088523,0,0,0.0,0,0,,,,,,False,False,14520.75670096437,False,0,0
Héricourt,70285,Héricourt,47.5666,6.7594,70,27,10621.0,21.0381,504.8459699307447,20650.0,0.13106040851296247,1.2351299834975933,0.23694037465750217,7.868752440010364,1,1863,621.0,931,15,05:32:00,22:16:00,16.73,16.73,16.73,True,True,1031.1874018719686,True,3,0
Jussey,70292,Jussey,47.822,5.8921,70,27,1558.0,33.7471,46.1669298991617,19270.0,0.20243247534083883,1.1035393262080613,0.35138609735232196,0.0,0,0,0.0,0,0,,,,,,False,False,29481.445667833854,False,0,0
Lure,70310,Lure,47.6817,6.4933,70,27,7877.0,24.6658,319.3490582101533,19500.0,0.2204116311801956,1.0561102802446785,0.23670866922589287,2.344352417741067,1,1722,861.0,875,16,05:17:00,22:30:00,17.2,17.22,17.17,True,True,171.88590230784877,True,3,0
Luxeuil-les-Bains,70311,Luxeuil-les-Bains,47.8252,6.3578,70,27,6663.0,22.0029,302.823718691627,18770.0,0.2098084735925711,1.0516540917005224,0.25996403955648784,4.339641266874724,1,432,144.0,256,7,05:36:00,20:50:00,15.04,15.23,14.7,True,True,1593.72134131567,True,2,0
Magny-Vernois,70321,Magny-Vernois,47.668,6.4695,70,27,1372.0,6.5164,210.54570007979865,24030.0,0.06504065040650407,1.448780487804878,0.2476120499632623,2.344352417741067,0,0,0.0,0,0,,,,,,False,False,2407.072345164469,False,0,0
Marnay,70334,Marnay,47.2945,5.7713,70,27,1528.0,10.404300000000001,146.86235498784154,23800.0,0.10183640287443946,1.3057455465836953,0.22840067659880223,18.576820757624553,0,0,0.0,0,0,,,,,,False,False,12655.545487050917,False,0,0
Mélisey,70339,Mélisey,47.7597,6.5607,70,27,1625.0,21.195,76.6690257136117,20880.0,0.11179978775151699,1.3033476081339392,0.29304032098391664,10.032216034625378,0,0,0.0,0,0,,,,,,False,False,8204.867986246722,False,0,0
Navenne,70378,Navenne,47.6036,6.1638,70,27,1579.0,4.0041,394.34579555955145,24340.0,0.09482864581472346,1.2986648806839725,0.266542324356357,3.305652657823126,0,0,0.0,0,0,,,,,,False,False,1783.584304342793,False,0,0
Noidans-lès-Vesoul,70388,Noidans-lès-Vesoul,47.6102,6.119,70,27,1973.0,8.5397,231.03856107357402,22670.0,0.10289156355971261,1.2753584910822093,0.2526321698099864,3.502542444422266,0,0,0.0,0,0,,,,,,False,False,2601.684133234063,False,0,0
Pesmes,70408,Pesmes,47.2911,5.5714,70,27,1083.0,18.9068,57.28097827236761,22250.0,0.10964083175803403,1.275992438563327,0.3410351201478743,15.903707085598953,0,0,0.0,0,0,,,,,,False,False,16928.241324241026,False,0,0
Plancher-Bas,70413,Plancher-Bas,47.7226,6.7297,70,27,1846.0,29.1345,63.36130704148003,22920.0,0.04875254559055462,1.497283808494137,0.1972135653321763,11.930852311403639,0,0,0.0,0,0,,,,,,False,False,3021.920199498643,False,0,0
Port-sur-Saône,70421,Port-sur-Saône,47.6893,6.034,70,27,2949.0,24.610599999999998,119.82641625966048,21840.0,0.11915874182596382,1.2864999686106795,0.22098738099896126,10.893389968061781,0,0,0.0,0,0,,,,,,False,False,11877.426376262347,False,0,0
Pusey,70428,Pusey,47.6517,6.1197,70,27,1432.0,8.2006,174.62136916810965,24770.0,0.09588039467934302,1.4290901659249113,0.20322990576454766,3.2586068260970156,0,0,0.0,0,0,,,,,,False,False,4471.408582294616,False,0,0
Quincey,70433,Quincey,47.5904,6.1996,70,27,1338.0,13.0067,102.87005927714178,25130.0,0.05123299733768535,1.4705477643202238,0.2705044153730765,5.8548407706010686,0,0,0.0,0,0,,,,,,False,False,4671.638360337173,False,0,0
Rioz,70447,Rioz,47.4436,6.0828,70,27,2398.0,17.2341,139.14274606738965,23350.0,0.06874115654506496,1.4027752558871334,0.14392656472654522,21.073384950754143,0,0,0.0,0,0,,,,,,False,False,18017.12983750039,False,0,0
Ronchamp,70451,Ronchamp,47.7161,6.6375,70,27,2737.0,23.4256,116.83798920838741,20050.0,0.12264922322158626,1.2796402289452167,0.25100182149362477,15.718956466789678,1,897,299.0,492,13,05:36:00,20:26:00,14.64,14.83,14.33,True,True,2166.7478371922775,True,2,0
Roye,70455,Roye,47.6799,6.5467,70,27,1484.0,10.4986,141.35218029070543,21680.0,0.04570197867085915,1.4086168680868203,0.21787450501879002,5.9297161848569955,0,0,0.0,0,0,,,,,,False,False,4070.1320739720877,False,0,0
Saint-Barthélemy,70459,Saint-Barthélemy,47.7404,6.6052,70,27,1085.0,13.805299999999999,78.59300413609266,21870.0,0.03861788617886179,1.5386178861788617,0.230980751604033,10.61599679256494,0,0,0.0,0,0,,,,,,False,False,4786.810169006529,False,0,0
Saint-Germain,70464,Saint-Germain,47.7213,6.5164,70,27,1377.0,14.279100000000001,96.43464924259932,21900.0,0.048540908787430774,1.5002213817291852,0.2791179663608904,5.404211347706813,0,0,0.0,0,0,,,,,,False,False,4589.157512743339,False,0,0
Saint-Loup-sur-Semouse,70467,Saint-Loup-sur-Semouse,47.891,6.2644,70,27,2814.0,16.7771,167.7286300969774,17290.0,0.2044241037376049,1.09534706331045,0.3230119634060521,6.332369023370602,1,12,12.0,12,1,05:36:00,05:46:00,0.17,0.17,0.17,False,False,1031.3315817542716,True,1,0
Saint-Sauveur,70473,Saint-Sauveur,47.7955,6.3955,70,27,1920.0,12.105799999999999,158.60166201324986,20450.0,0.1141564605457082,1.2417673782464724,0.2194741180897745,4.339641266874724,0,0,0.0,0,0,,,,,,False,False,2749.4413061197024,False,0,0
Scey-sur-Saône-et-Saint-Albin,70482,Scey-sur-Saône-et-Saint-Albin,47.6773,5.9606,70,27,1525.0,28.4427,53.61656945367353,21480.0,0.1414447003699483,1.2953394501215396,0.30162561128957066,12.078223434555271,0,0,0.0,0,0,,,,,,False,False,15778.139533771486,False,0,0
Vaivre-et-Montoille,70513,Vaivre-et-Montoille,47.6375,6.1091,70,27,2422.0,8.4988,284.9814091401139,23240.0,0.04870675970102535,1.4153475806264835,0.2677785307371088,3.28816931426798,0,0,0.0,0,0,,,,,,False,False,3878.543190040593,False,0,0
Vesoul,70550,Vesoul,47.6323,6.1523,70,27,15078.0,9.1543,1647.0948079044822,19150.0,0.28718259069501484,0.8847572637316796,0.23911047714510128,0.0,1,1300,650.0,710,10,05:17:00,22:13:00,16.9,16.93,16.88,True,True,1611.6143326630918,True,3,0
Villersexel,70561,Villersexel,47.5603,6.4264,70,27,1431.0,13.2798,107.75764695251435,21250.0,0.12991805900467146,1.20616201479573,0.3422190735337403,12.4038212186053,0,0,0.0,0,0,,,,,,False,False,14529.451343677225,False,0,0
L'Abergement-Sainte-Colombe,71002,L'Abergement-Sainte-Colombe,46.7547,5.0334,71,27,1233.0,19.598399999999998,62.91329904481999,23940.0,0.020046121241136257,1.6648492081232318,0.16714863514351877,14.430353617499124,0,0,0.0,0,0,,,,,,False,False,12156.158788168255,False,0,0
Allériot,71004,Allériot,46.8021,4.9532,71,27,1165.0,13.5009,86.29054359339007,26060.0,0.022727272727272728,1.6528925619834711,0.2099827882960413,7.910556073173524,0,0,0.0,0,0,,,,,,False,False,8657.825347115291,False,0,0
Autun,71014,Autun,46.9386,4.3038,71,27,13172.0,61.7308,213.37808678973866,20070.0,0.22706326933931845,1.0037766229293321,0.3125102399925776,0.0,0,0,0.0,0,0,,,,,,False,False,8519.253281355657,False,0,0
Azé,71016,Azé,46.4327,4.7468,71,27,1103.0,15.0596,73.24231719301973,25070.0,0.06737174831255288,1.4950310952006056,0.20352248729577294,12.716405994236824,0,0,0.0,0,0,,,,,,False,False,10514.006003176048,False,0,0
Baudrières,71023,Baudrières,46.6664,4.9989,71,27,1044.0,27.0464,38.60033128253668,22440.0,0.03817965901151675,1.617085906029484,0.20088066015709463,15.14715898653624,0,0,0.0,0,0,,,,,,False,False,9470.63900313679,False,0,0
Blanzy,71040,Blanzy,46.7028,4.3907,71,27,5955.0,40.1962,148.14833242943365,21480.0,0.10628380591681136,1.3282419389904516,0.31971523795729584,4.109802182481733,1,630,315.0,320,8,06:08:00,20:43:00,14.58,14.58,14.58,True,True,972.694111887852,True,2,0
Bourbon-Lancy,71047,Bourbon-Lancy,46.6184,3.7623,71,27,4674.0,55.966300000000004,83.51454357354336,22260.0,0.14173561002663712,1.2338587033669175,0.3712474239376886,0.0,0,0,0.0,0,0,,,,,,False,False,9160.110029488565,False,0,0
Branges,71056,Branges,46.6516,5.162,71,27,2386.0,24.724,96.50541983497816,21690.0,0.06663042132635337,1.3893586813015342,0.3062674041597648,6.428813838999683,0,0,0.0,0,0,,,,,,False,False,4816.470635853181,False,0,0
Le Breuil,71059,Le Breuil,46.7972,4.4982,71,27,3538.0,28.951,122.20648682256225,23850.0,0.07041230025646941,1.4315813560944797,0.3110696136411052,5.614434439993461,0,0,0.0,0,0,,,,,,False,False,3542.33601386232,False,0,0
Buxy,71070,Buxy,46.7136,4.7149,71,27,2150.0,11.9726,179.57670013196798,23890.0,0.10153846153846154,1.318974358974359,0.28909512761020884,10.969535916232072,0,0,0.0,0,0,,,,,,False,False,12376.798212738639,False,0,0
Chagny,71073,Chagny,46.8995,4.7764,71,27,5350.0,18.8935,283.16616825892504,21390.0,0.14858899119759592,1.2089845646945947,0.24871776503272716,11.1211980536943,1,3671,1223.7,1875,16,05:00:00,22:54:00,17.89,17.9,17.88,True,True,2217.6098833848314,True,3,0
Chalon-sur-Saône,71076,Chalon-sur-Saône,46.7896,4.8509,71,27,45102.0,15.2328,2960.8476445564834,19590.0,0.25811640219521065,0.9134156391319316,0.23855812729416845,0.0,1,3881,1293.7,2024,34,05:00:00,23:01:00,15.66,18.02,10.95,True,True,1044.2940713329378,True,3,0
Champforgeuil,71081,Champforgeuil,46.8145,4.8236,71,27,2637.0,7.263400000000001,363.0531156207836,20630.0,0.07781890258062203,1.3316809372993061,0.2306336122695673,3.461771106380945,0,0,0.0,0,0,,,,,,False,False,3942.0007327626895,False,0,0
La Chapelle-de-Guinchay,71090,La Chapelle-de-Guinchay,46.2177,4.7586,71,27,4018.0,12.662799999999999,317.3073885712481,23600.0,0.05308641975308642,1.5018518518518518,0.1849925705794948,11.698032797334596,1,1118,559.0,566,17,05:14:00,20:23:00,15.08,15.15,15.0,True,True,1203.1193304662618,True,3,0
